0.0,1.409
2.426,1.402
7.107,1.401
10.827,1.404
15.027,1.402
19.742,1.403
22.471,1.403
27.173,1.401
29.91,1.4
34.577,1.402
38.831,1.401
43.043,1.401
46.855,1.4
51.499,1.4
56.215,1.4
59.5,1.4
64.149,1.4
67.378,1.401
72.048,1.399
76.722,1.398
79.996,1.397
84.672,1.398
88.471,1.398
93.168,1.398
96.432,1.397
101.031,1.4
105.727,1.398
109.488,1.397
114.202,1.397
117.438,1.396
122.111,1.396
126.75,1.396
130.007,1.397
134.654,1.396
137.888,1.396
142.644,1.396
145.938,1.396
150.589,1.396
154.808,1.393
158.612,1.394
161.89,1.394
166.54,1.393
171.213,1.393
174.473,1.392
179.056,1.393
183.689,1.395
186.95,1.394
191.617,1.395
194.884,1.392
199.577,1.394
203.805,1.396
207.559,1.393
211.78,1.394
215.063,1.393
219.691,1.39
222.933,1.391
227.606,1.39
231.799,1.391
235.481,1.392
240.162,1.393
243.406,1.392
248.064,1.392
252.731,1.392
255.981,1.392
260.612,1.393
263.864,1.394
268.522,1.392
273.176,1.392
276.413,1.392
281.125,1.393
284.818,1.394
289.074,1.39
293.754,1.39
297.008,1.391
301.713,1.391
304.94,1.392
309.642,1.392
312.91,1.391
317.621,1.39
321.834,1.391
326.08,1.391
330.723,1.39
333.989,1.39
338.655,1.389
341.875,1.391
346.502,1.391
351.203,1.39
354.492,1.388
359.183,1.389
362.416,1.389
367.133,1.389
369.892,1.387
374.583,1.386
379.176,1.387
382.404,1.387
387.065,1.386
390.838,1.384
395.113,1.383
398.85,1.386
403.068,1.384
407.749,1.385
410.999,1.384
415.689,1.385
418.926,1.386
423.582,1.385
427.794,1.387
431.516,1.386
436.213,1.386
439.558,1.385
444.212,1.386
447.454,1.385
452.158,1.385
455.396,1.385
460.047,1.385
464.713,1.384
467.943,1.384
472.647,1.382
476.385,1.383
481.058,1.384
485.729,1.381
489.031,1.382
493.711,1.382
496.977,1.381
501.694,1.381
504.935,1.38
509.633,1.381
512.849,1.381
517.116,1.381
521.78,1.381
525.523,1.382
529.762,1.381
532.967,1.381
537.629,1.381
540.868,1.379
545.584,1.381
549.819,1.38
554.018,1.381
558.691,1.38
561.924,1.382
566.566,1.382
570.776,1.38
574.484,1.382
579.146,1.38
582.413,1.379
587.123,1.379
590.823,1.38
595.048,1.38
599.672,1.38
602.43,1.38
607.108,1.381
611.738,1.381
614.95,1.38
619.642,1.379
623.366,1.38
628.049,1.38
632.727,1.38
635.47,1.379
640.169,1.379
643.405,1.379
648.08,1.378
652.711,1.379
655.963,1.377
660.617,1.376
665.237,1.377
668.461,1.375
673.147,1.376
676.438,1.375
681.115,1.375
684.827,1.375
689.025,1.375
693.701,1.374
696.952,1.374
701.656,1.373
705.401,1.375
710.128,1.375
713.421,1.375
718.109,1.376
721.872,1.378
726.566,1.377
730.833,1.374
735.105,1.374
738.862,1.374
743.515,1.376
748.225,1.376
751.451,1.376
756.143,1.375
759.379,1.376
764.125,1.376
767.446,1.376
772.106,1.375
775.863,1.373
780.56,1.375
784.8,1.376
788.481,1.376
793.148,1.373
796.397,1.373
801.099,1.37
804.386,1.372
809.058,1.372
813.681,1.371
817.453,1.373
822.117,1.372
826.737,1.372
830.006,1.372
834.692,1.372
837.9,1.371
842.592,1.37
847.242,1.37
851.001,1.371
855.701,1.371
858.475,1.37
863.174,1.37
866.463,1.369
871.173,1.371
874.435,1.37
879.111,1.37
882.933,1.371
887.592,1.369
890.877,1.369
895.637,1.371
899.787,1.37
903.539,1.369
907.798,1.37
911.566,1.371
916.219,1.371
919.499,1.371
924.176,1.37
927.429,1.369
932.158,1.37
935.387,1.371
940.021,1.37
944.725,1.369
948.025,1.367
952.698,1.368
956.471,1.369
961.194,1.372
964.458,1.37
969.154,1.369
972.872,1.369
977.553,1.37
982.163,1.369
985.387,1.369
990.069,1.368
994.746,1.366
998.542,1.367
1003.19,1.368
1006.482,1.367
1011.171,1.367
1014.878,1.369
1019.54,1.368
1024.171,1.367
1026.903,1.368
1031.598,1.366
1034.893,1.367
1039.565,1.368
1043.781,1.367
1047.542,1.367
1052.204,1.367
1055.415,1.365
1060.021,1.365
1064.681,1.366
1067.913,1.365
1072.595,1.366
1076.818,1.367
1080.978,1.366
1085.72,1.366
1088.908,1.365
1093.624,1.367
1096.869,1.367
1101.493,1.368
1106.175,1.367
1109.384,1.366
1114.021,1.366
1118.702,1.369
1121.926,1.369
1126.615,1.366
1130.825,1.367
1135.087,1.366
1138.822,1.365
1143.033,1.365
1147.761,1.364
1150.925,1.366
1155.649,1.367
1160.235,1.367
1164.006,1.365
1168.671,1.366
1171.421,1.365
1176.055,1.365
1180.733,1.366
1183.499,1.366
1188.133,1.366
1191.379,1.365
1196.104,1.365
1199.419,1.365
1204.1,1.366
1208.764,1.366
1211.975,1.365
1216.626,1.364
1219.925,1.363
1224.655,1.363
1227.952,1.363
1232.613,1.366
1235.398,1.364
1240.087,1.364
1243.838,1.363
1248.032,1.363
1252.753,1.362
1256.052,1.363
1260.68,1.363
1264.437,1.363
1269.153,1.363
1272.814,1.362
1277.03,1.363
1281.693,1.362
1284.946,1.362
1289.601,1.361
1292.845,1.362
1297.072,1.361
1301.72,1.36
1304.963,1.362
1309.636,1.361
1312.881,1.36
1317.53,1.361
1322.177,1.361
1325.481,1.359
1330.151,1.363
1333.417,1.362
1338.084,1.362
1341.814,1.361
1346.046,1.363
1350.736,1.363
1354.019,1.361
1358.752,1.36
1362.02,1.36
1366.712,1.362
1369.991,1.361
