0.0,1.385
3.679,1.386
13.658,1.386
23.665,1.386
34.179,1.385
44.703,1.385
54.71,1.384
65.221,1.383
75.225,1.383
85.251,1.383
95.783,1.382
105.753,1.382
115.746,1.382
125.744,1.383
135.745,1.383
145.746,1.383
155.762,1.384
165.77,1.382
175.274,1.382
185.282,1.382
195.303,1.381
205.274,1.381
215.28,1.38
225.759,1.38
235.241,1.38
245.257,1.38
255.318,1.379
265.349,1.379
275.866,1.381
286.378,1.381
296.384,1.379
306.387,1.379
316.382,1.377
326.362,1.377
336.393,1.377
346.393,1.377
356.882,1.376
366.907,1.375
376.893,1.374
386.927,1.373
396.925,1.375
406.927,1.373
416.911,1.372
427.409,1.372
437.438,1.371
446.998,1.372
457.023,1.369
466.123,1.37
476.101,1.371
486.11,1.369
496.105,1.371
506.163,1.369
516.177,1.369
526.195,1.369
536.219,1.368
546.194,1.368
556.195,1.367
566.226,1.368
576.275,1.367
586.802,1.366
596.82,1.365
606.871,1.365
616.875,1.364
627.398,1.363
637.409,1.363
647.953,1.364
658.44,1.364
668.458,1.363
678.474,1.363
688.989,1.361
698.063,1.363
708.056,1.362
718.07,1.362
729.011,1.362
739.021,1.362
748.085,1.362
758.137,1.362
768.652,1.361
778.666,1.361
788.677,1.361
798.732,1.36
808.764,1.359
819.308,1.361
829.822,1.36
839.329,1.358
849.353,1.359
859.351,1.359
869.364,1.359
879.425,1.358
889.938,1.359
899.474,1.358
909.989,1.358
919.034,1.358
928.094,1.357
938.617,1.357
948.643,1.356
958.659,1.358
968.674,1.357
979.159,1.356
989.708,1.357
1000.186,1.355
1010.224,1.356
1021.219,1.356
1031.201,1.356
1041.25,1.356
1051.781,1.356
1061.784,1.355
1071.799,1.355
1081.79,1.355
1091.842,1.355
1101.9,1.355
1112.458,1.355
1122.0,1.355
1131.063,1.354
1140.616,1.354
1150.639,1.355
1160.638,1.355
1170.667,1.355
1180.723,1.355
1191.272,1.354
1201.313,1.354
1211.295,1.354
1221.33,1.355
1232.375,1.353
1242.386,1.353
1252.393,1.354
1262.945,1.354
1273.482,1.354
1283.07,1.353
1293.125,1.354
1303.63,1.354
1314.154,1.353
1324.712,1.353
1335.252,1.353
1346.384,1.351
1357.344,1.353
1367.897,1.351
1378.428,1.352
1389.949,1.351
1401.0,1.351
1411.054,1.352
1421.19,1.35
1432.158,1.349
1444.014,1.349
1454.094,1.348
1465.083,1.35
1475.639,1.35
1486.697,1.349
1497.304,1.35
1507.793,1.349
1517.837,1.35
1527.9,1.348
1537.947,1.349
1548.036,1.346
