0.0,1.394
5.128,1.392
14.207,1.393
24.75,1.393
34.817,1.394
44.846,1.393
54.45,1.392
64.024,1.392
74.061,1.391
83.126,1.389
92.191,1.392
102.705,1.391
112.267,1.389
122.314,1.389
132.841,1.387
142.868,1.389
152.863,1.386
162.886,1.386
172.431,1.386
182.962,1.386
193.01,1.385
202.547,1.384
212.095,1.385
222.108,1.385
231.177,1.384
240.713,1.385
250.76,1.383
260.805,1.384
271.328,1.383
281.412,1.382
291.474,1.383
301.002,1.38
311.52,1.381
321.576,1.382
331.141,1.384
340.197,1.381
350.248,1.379
360.799,1.38
371.318,1.381
380.855,1.379
390.887,1.38
400.956,1.378
410.985,1.378
421.001,1.378
431.444,1.378
442.422,1.378
453.423,1.376
463.389,1.375
473.479,1.375
484.067,1.375
492.183,1.373
502.263,1.373
512.324,1.374
522.376,1.376
532.417,1.374
542.522,1.373
553.568,1.375
563.129,1.373
572.713,1.373
582.289,1.372
592.351,1.372
602.431,1.371
612.963,1.374
623.493,1.372
633.551,1.371
643.11,1.373
652.161,1.371
662.233,1.373
671.781,1.371
681.863,1.371
691.905,1.37
701.946,1.37
711.981,1.372
722.048,1.37
732.099,1.371
741.163,1.369
750.719,1.37
760.308,1.372
769.868,1.371
779.934,1.37
789.979,1.37
800.022,1.37
810.06,1.37
820.08,1.371
828.701,1.369
840.091,1.369
851.087,1.369
859.712,1.37
869.766,1.37
879.818,1.37
889.865,1.371
899.904,1.369
909.955,1.37
920.503,1.37
930.549,1.369
940.113,1.37
950.126,1.369
960.211,1.368
970.787,1.368
981.297,1.367
991.937,1.366
1002.524,1.366
1013.079,1.364
1022.16,1.367
1031.707,1.368
1041.758,1.368
1052.339,1.367
1062.923,1.367
1073.464,1.366
1083.499,1.366
1093.557,1.365
1103.122,1.365
1112.189,1.364
1122.258,1.365
1132.735,1.365
1143.883,1.364
1154.921,1.364
1164.952,1.364
1175.544,1.366
1185.12,1.364
1193.718,1.364
1204.273,1.365
1214.303,1.363
1224.36,1.364
1234.423,1.363
1244.515,1.364
1255.073,1.364
1264.278,1.361
1274.794,1.361
1285.287,1.362
1295.874,1.363
1306.883,1.362
1317.488,1.362
1327.952,1.36
1338.483,1.361
1348.974,1.36
1359.575,1.36
1370.048,1.361
1380.446,1.36
1391.381,1.36
1401.926,1.358
1412.348,1.36
1422.901,1.359
1434.377,1.359
1445.417,1.36
1455.959,1.36
1466.463,1.359
1476.908,1.359
1487.497,1.36
1498.011,1.36
1508.445,1.36
1519.555,1.36
1529.151,1.359
1539.769,1.359
