Optical Power Monitor
5.0.4590.776
Delimiter Used: , ','

Start of Measurement , 1/8/2024 00:15:23
Sample Interval , 0.5 s
, PM100D 200629114
Type, PM100D
Serialnumber, P0041112
Sensor, S120C
SensorSerialnumber, 200629114
Wavelength / Responsivity, 780 nm

,,,PM100D 200629114, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 1/8/2024, 00:15:23.144,0.0014095
1, 1/8/2024, 00:15:24.005,0.0014096
2, 1/8/2024, 00:15:24.513,0.0014089
3, 1/8/2024, 00:15:25.039,0.0014098
4, 1/8/2024, 00:15:25.570,0.0014087
5, 1/8/2024, 00:15:26.073,0.0014095
6, 1/8/2024, 00:15:26.594,0.0014098
7, 1/8/2024, 00:15:27.121,0.0014088
8, 1/8/2024, 00:15:27.642,0.001411
9, 1/8/2024, 00:15:28.169,0.0014097
10, 1/8/2024, 00:15:28.687,0.0014087
11, 1/8/2024, 00:15:29.211,0.00141
12, 1/8/2024, 00:15:29.731,0.0014102
13, 1/8/2024, 00:15:30.252,0.0014085
14, 1/8/2024, 00:15:30.776,0.0014076
15, 1/8/2024, 00:15:31.305,0.0014091
16, 1/8/2024, 00:15:31.823,0.0014089
17, 1/8/2024, 00:15:32.343,0.0014094
18, 1/8/2024, 00:15:32.865,0.0014079
19, 1/8/2024, 00:15:33.386,0.0014086
20, 1/8/2024, 00:15:33.905,0.0014083
21, 1/8/2024, 00:15:33.936,0.0014119
22, 1/8/2024, 00:15:33.972,0.0014146
23, 1/8/2024, 00:15:34.008,0.0014137
24, 1/8/2024, 00:15:34.527,0.0014103
25, 1/8/2024, 00:15:35.051,0.0014085
26, 1/8/2024, 00:15:35.570,0.0014097
27, 1/8/2024, 00:15:36.090,0.0014103
28, 1/8/2024, 00:15:36.610,0.0014082
29, 1/8/2024, 00:15:37.130,0.0014093
30, 1/8/2024, 00:15:37.649,0.0014085
31, 1/8/2024, 00:15:38.171,0.0014111
32, 1/8/2024, 00:15:38.696,0.0014098
33, 1/8/2024, 00:15:39.221,0.0014102
34, 1/8/2024, 00:15:39.742,0.0014118
35, 1/8/2024, 00:15:40.266,0.0014125
36, 1/8/2024, 00:15:40.789,0.0014123
37, 1/8/2024, 00:15:41.313,0.0014116
38, 1/8/2024, 00:15:41.837,0.0014114
39, 1/8/2024, 00:15:42.362,0.001411
40, 1/8/2024, 00:15:42.887,0.0014107
41, 1/8/2024, 00:15:42.918,0.0014116
42, 1/8/2024, 00:15:42.949,0.0014107
43, 1/8/2024, 00:15:42.980,0.001411
44, 1/8/2024, 00:15:43.011,0.0014143
45, 1/8/2024, 00:15:43.536,0.0014135
46, 1/8/2024, 00:15:44.055,0.0014115
47, 1/8/2024, 00:15:44.575,0.0014097
48, 1/8/2024, 00:15:45.094,0.0014113
49, 1/8/2024, 00:15:45.616,0.0014109
50, 1/8/2024, 00:15:46.142,0.0014099
